English,Khmer
rescanned,វិភាគឡើងវិញ
rescanning,វិភាគ
rescans,វិភាគ
reschedule,ខ្ចី
rescheduled,រៀបចំឡើងវិញ
rescheduling,rescheduling
rescind,លុបចោល
rescinded,លុបចោល
rescinding,លុបចោល
rescue,ការជួយសង្គ្រោះ
rescued,ជួយសង្គ្រោះ
rescuer,សង្គ្រោះ
rescuers,ក្រុមជួយសង្គ្រោះ
rescues,រំដោះ
rescuing,សង្គ្រោះ
resea,resea
resealed,resealed
research,ការស្រាវជ្រាវ
researched,ស្រាវជ្រាវ
researcher,អ្នកស្រាវជ្រាវ
researchers,អ្នកស្រាវជ្រាវបាន
researches,ស្រាវជ្រាវ
researching,ស្រាវជ្រាវ
reseated,reseated
reseeding,reseeding
reselect,ជ្រើសរើស
reselected,ជ្រើសរើស
reselection,ជ្រើសរើស
resell,លក់បន្ត
reseller,លក់បន្ត
resellers,លក់
reselling,លក់បន្ត
resemblance,ភាពដូចគ្នា
resemblances,ភាពដូចគ្នា
resemble,ស្រដៀងទៅនឹង
resembled,លក្ខណៈស្រដៀង
resembles,ភាពដូចគ្នា
resembling,ដូចគ្នា
resend,ផ្ញើម្ដងទៀត
resending,ផ្ញើម្ដងទៀត
resent,អាក់អន់ចិត្ត
resented,អាក់អន់ចិត្ត
resentful,សប្បាយ
resentfully,ឈឺចិត្ដ
resenting,អាក់អន់ចិត្ត
resentment,អាក់អន់ចិត្ត
resentments,អាក់អន់ចិត្ត
resents,អាក់អន់ចិត្ត
reservation,ការកក់
reservations,ការកក់
reserve,ទុនបម្រុង
reserved,បម្រុងទុក
reserver,ការកក់
reserves,ទុនបម្រុង
reserving,ការកក់
reservists,បម្រុង
reservoir,អាងស្តុកទឹក
reservoirs,អាងស្តុកទឹក
reset,កំណត់ឡើងវិញ
resets,កំណត់
resettable,resettable
resetting,ការផ្លាស់ប្តូរ
resettle,ការតាំងទីលំនៅថ្មី
resettled,តាំងទីលំនៅថ្មី
resettlement,ការតាំងទីលំនៅថ្មី
resettling,ការតាំងទីលំនៅថ្មី
reshape,រាង
reshaped,រាង
reshapes,រាង
reshaping,រាង
resharpen,resharpen
resharpened,resharpened
resharpening,resharpening
reshow,reshow
reshowing,reshowing
reshuffle,ការរុះរើ
reshuffled,រុះរើ
reshuffles,ការរុះរើ
reshuffling,reshuffling
reside,រស់នៅ
resided,ការស្នាក់នៅ
residence,លំនៅដ្ឋាន
residences,លំនៅដ្ឋាន
residency,ការស្នាក់នៅ
resident,អ្នកស្រុក
residential,លំនៅដ្ឋាន
residents,អ្នកស្រុក
resides,ប្រជាពលរដ្ឋ
residing,រស់នៅ
residual,សំណល់
residuals,សំណល់
residuary,residuary
residue,កាកសំណល់
residues,សំណល់
residuum,residuum
resign,លាលែងពីតំណែង
resignal,លាលែងពីតំណែង
resignation,ការលាលែងពីតំណែង
resignations,ពីការលាលែង
resigned,លលាឈប់
resignedly,អត់ធ្មត់
resigning,ការលាឈប់ពីតំណែង
resigns,បានលាលែងពីតំណែង
resilience,ភាពធន់
resilient,ធន់
resin,ជ័រ
resinous,ជ័រ
resins,ជ័រ
resiny,resiny
resist,ទប់ទល់នឹង
resistance,ការតស៊ូ
resistances,អ្នកម្តាយ
resistant,ភាពធន់
resisted,រឹងទទឹង
resistible,ការតស៊ូ
resisting,ទប់ទល់នឹងការ
resistive,ភាពធន់ទ្រាំ
resistively,ការតស៊ូ
resistivity,ភាពធន់ទ្រាំរបស់
resistor,resistor
resistors,resistors
resists,ការតស៊ូ
resit,resit
resiting,resiting
resits,resits
resize,ប្ដូរទំហំ
resizing,ការប្ដូរទំហំ
resold,resold
resolute,តាំងចិត្ត
resolutely,ប្តេជ្ញា
resolution,សេចក្តីសម្រេច
resolutions,ដំណោះស្រាយ
resolvability,ការតាំងចិត្ត
resolvable,ការតាំងចិត្ត
resolve,ការតាំងចិត្ត
resolved,ដោះស្រាយ
resolvent,ការតាំងចិត្ត
resolver,កម្មវិធីដោះស្រាយ
resolvers,ការតាំងចិត្ត
resolves,ការតាំងចិត្ត
resolving,ដោះស្រាយ
resonance,អនុភាព
resonances,អនុភាព
resonant,resonant
resonantly,resonantly
resonate,អនុភាព
resonated,អនុភាព
resonates,ដិតជាប់
resonating,អនុភាព
resonator,អនុភាព
resonators,អនុភាព
resort,ងាក
resorted,រមណីយដ្ឋាន
resorting,រមណីយដ្ឋាន
resorts,រមណីយដ្ឋាន
resound,ជ័យ
resounded,ជ័យ
resounding,resounding
resoundingly,resoundingly
resounds,ជ័យ
resource,ធនធាន
resourced,ធនធាន
resourceful,ធនធាន
resourcefulness,ធនធាន
resources,ធនធាន
resourcing,ធនធាន
respecified,respecified
respecify,respecify
respect,គោរព
respectability,គោរព
respectable,គោរព
respectably,ការគោរព
respected,គោរព
respectful,ការគោរព
respectfully,គោរព
respecting,គោរព
respective,រៀង
respectively,រៀង
respects,គោរព
respiration,ការដកដង្ហើម
respirator,ឧបករណ៍ដកដង្ហ
respirators,ដំណកដង្ហើម
respiratory,ផ្លូវដង្ហើម
respire,ការដកដង្ហើម
respired,ការដកដង្ហើម
respite,សម្រាក
resplendent,ត្រចះត្រចង់
respond,ឆ្លើយតប
responded,ឆ្លើយតប
respondent,អនកេឆ្លើយ
respondents,ឆ្លើយតប
responder,ឆ្លើយតប
responders,ឆ្លើយតប
responding,ឆ្លើយតប
responds,ដើម្បីឆ្លើយតប
response,ការឆ្លើយតប
responses,ការឆ្លើយតប
responsibilities,ការទទួលខុសត្រូវ
responsibility,ការទទួលខុសត្រូវ
responsible,ការទទួលខុសត្រូវ
responsibly,មានទំនួលខុសត្រូវ
responsive,ឆ្លើយតប
responsively,ឆ្លើយ
responsiveness,ការទទួលខុសត្រូវ
respray,respray
resprayed,resprayed
resprays,resprays
rest,សម្រាក
restart,ចាប់ផ្ដើមឡើងវិញ
restartable,ចាប់ផ្ដើមឡើងវិញ
restarted,ចាប់ផ្ដើមឡើងវិញ
restarting,ចាប់ផ្ដើមឡើងវិញ
restarts,ចាប់ផ្ដើមឡើងវិញ
restate,restatement
restated,បញ្ជាក់ម្ដងទៀតអំពី
restatement,restatement
restates,restatement
restating,restatement
restaurant,ភោជនីយដ្ឋាន
restaurants,ភោជនីយដ្ឋាន
restaurateur,ភោជនីយដ្ឋាន
restaurateurs,ភោជនីយដ្ឋាន
rested,សម្រាក
restful,សល់
restfulness,នៅសល់
resting,សំរាក
restitution,សង
restive,ចលាចល
restiveness,ចលាចល
restless,ឡះឡះ
restlessly,ឥតឈប់ឈរ
restlessness,អន្ទះអន្ទែង
restock,restock
restocking,restock
restoration,ការស្តារ
restorations,ការស្ដារឡើងវិញ
restorative,ការស្ដារឡើងវិញ
restore,ស្តារ
restored,ស្ដារឡើងវិញ
restorer,ស្ដារឡើងវិញ
restorers,ការស្ដារឡើងវិញ
restores,ស្តារ
restoring,ការស្ដារ
restrain,ទប់ស្កាត់
restrained,កំរិត
restraining,ទប់ស្កាត់
restrains,ទប់ស្កាត់
restraint,ការរាំងស្ទះ
restraints,បញ្ហារាំងស្ទះ
restrict,ដាក់កម្រិត
restricted,បានដាក់កម្រិត
restricting,ការរឹតបន្តឹង
restriction,ការដាក់កម្រិត
restrictions,ការរឹតបន្តឹង
restrictive,តឹងរ៉ឹង
restrictively,ការរឹតបន្តឹង
restricts,ការរឹតបន្តឹង
restroom,បន្ទប់ទឹក
restructure,រចនាសម្ព័ន្ធ
restructured,រៀបចំឡើងវិញ
restructures,ការកែប្រែរចនាសម្ព័ន្ធ
restructuring,ការកែប្រែរចនាសម្ព័ន្ធ
rests,សម្រាក
restyled,restyled
resubmission,ដាក់ស្នើម្តងទៀត
resubmissions,ដាក់សំណើឡើងវិញទាំងនេះ
resubmit,ដាក់ស្នើឡើងវិញ
resubmits,ដាក់ស្នើឡើងវិញ
resubmitted,ដាក់ស្នើឡើងវិញ
resubmitting,ដាក់ស្នើឡើងវិញ
resubstitute,resubstitute
result,បណ្តាល
resultant,លទ្ធផល
resulted,ជាលទ្ធផល
resulting,លទ្ធផល
results,លទ្ធផល
resume,ប្រវត្តិរូប
resumed,បានបន្ត
resumes,បន្ត
resuming,បន្ត
resumption,ការបន្ត
resupply,ផ្គត់ផ្គង់ឡើងវិញ
resurface,resurface
resurfaced,resurfaced
resurfacing,resurfacing
resurgence,ការលេចចេញជាថ្មី
resurgent,លេចចេញ
resurrect,ការរស់ឡើងវិញ
resurrected,រស់ឡើងវិញ
resurrecting,ប្រោស
resurrection,ការរស់ឡើងវិញ
resurrects,ការរស់ឡើងវិញ
